-1,-1,-1,-1,-1,19,19,18,17,16,16,15,14,15,14,13,13,11,10,12,9,10,11,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,21,24,20,17,17,15,12,11,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,11,11,10,12,12,11,14,13,15,14,15,16,17,17,17,19,19,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,8,9,11,12,15,17,17,18,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,13,14,13,13,12,12,15,13,-1,14,13,13,14,13,15,-1,15,14,15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,17,21,23,22,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,16,15,17,-1,16,13,16,15,13,14,-1,15,15,13,14,13,14,14,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,16,10,5,4,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,14,-1,-1,13,13,13,14,13,13,14,13,15,14,15,14,-1,15,-1,14,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,23,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,14,-1,15,-1,14,15,14,15,15,14,13,14,14,13,13,13,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,12,12,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,14,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,23,24,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,15,14,13,14,14,13,13,13,14,14,14,14,14,14,14,14,13,13,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,8,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,19,18,17,17,16,15,16,15,13,14,-1,12,11,-1,10,11,10,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,22,21,20,17,15,14,12,11,9,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,10,11,12,-1,11,13,-1,14,15,15,16,17,16,18,19,18,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,7,8,10,11,15,14,17,18,20,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,15,16,16,15,15,15,14,13,15,9,-1,15,15,15,15,16,11,7,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,21,20,19,20,19,20,17,18,19,19,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,14,20,16,16,15,15,17,-1,16,16,14,15,16,16,15,17,16,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,19,19,5,4,3,9,10,20,12,20,12,-1,20,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,15,14,14,15,15,14,13,13,13,14,13,14,13,13,14,13,13,-1,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,21,19,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,-1,14,13,15,15,15,14,15,15,15,14,16,15,15,15,16,15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,6,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,18,-1,17,19,17,16,15,-1,14,13,12,13,12,12,11,12,9,9,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,21,22,18,15,13,10,10,9,7,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,12,11,11,12,13,13,13,14,12,15,15,-1,17,18,17,19,20,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,4,6,9,10,12,13,14,18,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,19,16,14,16,14,13,13,14,12,13,13,12,12,11,12,11,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,23,22,19,18,15,10,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,11,12,12,11,13,14,14,13,15,14,14,15,15,16,19,16,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,8,9,9,12,15,20,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,14,14,12,12,10,9,14,-1,13,13,13,14,13,13,13,12,13,11,12,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,7,22,21,22,22,21,21,20,20,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,16,18,18,19,19,13,13,14,13,14,13,-1,14,13,15,14,15,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,18,20,19,5,3,7,5,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,13,-1,14,13,13,15,15,14,14,15,15,13,14,13,14,-1,13,13,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,20,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,12,13,14,-1,14,13,14,13,15,15,14,14,15,15,13,13,14,-1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,6,4,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,17,18,17,15,14,15,14,14,14,12,-1,12,11,12,10,11,10,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,23,24,18,17,13,12,10,10,7,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,10,11,10,11,11,12,13,12,-1,13,14,15,14,17,17,16,18,19,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,5,8,8,9,14,14,17,19,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,16,17,16,17,16,16,15,16,15,17,14,13,13,12,12,11,11,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,22,21,21,19,18,14,14,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,13,12,14,15,12,15,13,17,17,16,16,17,18,18,17,18,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,4,4,10,14,15,17,19,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,17,17,16,17,16,15,16,15,16,15,13,14,-1,13,12,12,11,11,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,23,22,20,18,18,14,13,11,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,10,11,11,12,12,14,-1,14,13,15,16,15,17,17,17,18,18,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,7,10,16,15,19,21,23,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
-1,-1,-1,-1,-1,13,14,13,13,13,13,13,13,13,13,13,14,14,13,13,14,13,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,14,14,14,14,13,14,14,14,14,14,14,14,14,14,14,13,14,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
